Policy_ID,Make_name,Model_name,Manufacture_year,Body_type_name,Policyholder_dob,City,gender,nationality,Discount,Price,Date,channel,Converted
P96932086,CHANGAN,CS35,2021,SUV,6/18/1977,المدينة المنورة,Male,Saudi Arabia        ,0,1469.55,2/14/2025 0:18,App,0
P59886739,MAZDA,BT50 PICK UP,2009,PICKUP,8/22/1998,ينبع,Male,Saudi Arabia        ,152.2,1369.79,4/21/2025 0:18,Website,0
P91494950,FORD,FLEX,2013,SUV,7/25/1991,مكة المكرمة,Male,Egypt               ,0,1359.03,1/4/2025 0:19,Agent,0
P90654577,HYUNDAI,ACCENT,2013,SEDAN,7/20/1996,جازان,Male,Kuwait              ,0,2066.92,4/12/2025 0:19,Website,0
P68155136,TOYOTA,COROLLA,2016,SEDAN,7/24/1991,الرياض,Male,Saudi Arabia        ,214.4,1929.62,4/1/2025 0:19,Website,0
P39024782,HYUNDAI,ELANTRA,2016,SEDAN,8/24/1982,جدة,Male,Saudi Arabia        ,151.02,1359.14,6/19/2025 0:19,Website,0
P97498802,TOYOTA,HILUX  GL,2023,PICKUP,11/6/1964,نجران,Male,Saudi Arabia        ,0,1150.56,3/12/2025 0:19,App,0
P64335025,CHANGAN,HUNTER,2020,PICKUP,4/15/1974,الدمام,Male,Saudi Arabia        ,0,957.22,5/23/2025 0:19,Website,0
P25159430,HYUNDAI,ELANTRA,2018,SEDAN,6/22/1970,تبوك,Male,Saudi Arabia        ,133.2,1198.81,5/7/2025 0:19,Website,0
P93841987,TOYOTA,SEQUOIA,2011,SUV,10/25/2001,المويه,Male,Saudi Arabia        ,0,1784.33,4/16/2025 0:19,Website,0
P21538992,CHANGAN,EADO,2019,SEDAN,7/3/1987,جازان,Female,Saudi Arabia        ,0,1688.89,5/5/2025 0:19,App,0
P44980494,DAIHATSU,TERIOS,2012,JEEP,8/9/1956,جدة,Male,Iraq                ,0,600,3/4/2025 0:19,App,0
P48175024,HYUNDAI,ELANTRA,2016,SEDAN,8/24/1982,جدة,Male,Saudi Arabia        ,0,1359.14,5/10/2025 0:19,App,0
P99675714,DODGE,CHARGER SE,2014,SEDAN,8/1/1989,جدة,Male,Saudi Arabia        ,0,1140.6,3/22/2025 0:19,Website,0
P33174627,TOYOTA,COROLLA,2016,SEDAN,1/1/1988,مكة المكرمة,Male,United Nation,0,1289.55,2/7/2025 0:19,Website,0
P85527225,G.M.C.,YUKON,2003,SUV,4/1/1980,ابها,Male,Saudi Arabia        ,328.4,1313.61,3/28/2025 0:19,Website,1
P93278820,TOYOTA,YARIS,2019,SEDAN,5/10/2002,حائل,Male,Saudi Arabia        ,0,2566.43,6/22/2025 0:20,App,0
P59672269,TOYOTA,CAMRY,2003,SEDAN,10/26/1965,تبوك,Male,Saudi Arabia        ,101.15,910.33,4/22/2025 0:20,Agent,0
P15891043,HYUNDAI,SONATA,2012,SEDAN,3/18/1999,عرعر,Male,Saudi Arabia        ,0,2586.94,1/29/2025 0:20,Website,0
P77223362,TOYOTA,CAMRY,2025,SEDAN,5/17/2001,الدوادمي,Male,Saudi Arabia        ,0,1348.73,7/13/2025 0:20,Agent,0
P40597534,TOYOTA,COROLLA,2018,SEDAN,12/23/2002,تبوك,Male,Saudi Arabia        ,0,1507.33,2/4/2025 0:20,App,0
P61714489,CHEVROLET,TAHOE,2012,SUV,5/20/1971,ينبع,Male,France              ,0,892.5,3/17/2025 0:20,App,0
P17293703,CHANGAN,EADO,2019,SEDAN,7/3/1987,جازان,Female,Saudi Arabia        ,0,1688.89,4/29/2025 0:20,App,0
P73862356,CHANGAN,CS85,2022,SUV,11/18/1963,الشنانة,Female,Saudi Arabia        ,0,820.91,1/22/2025 0:21,Website,0
P19299885,HYUNDAI,SONATA,2014,SEDAN,5/5/1986,القنفذة,Male,Egypt               ,0,1303.84,3/17/2025 0:21,Website,0
P77193542,HONDA,ACCORD DC,2012,SEDAN,5/6/2004,الرياض,Male,Egypt               ,0,4370.25,5/12/2025 0:21,App,0
P38240282,TOYOTA,CAMRY,2019,SEDAN,11/14/1987,جازان,Male,Saudi Arabia        ,0,1532.38,1/21/2025 0:21,App,0
P86585762,MAZDA,6,2023,SEDAN,7/24/1974,الدمام,Female,Saudi Arabia        ,0,1137.74,6/20/2025 0:21,App,0
P38156714,KIA,RIO,2012,SEDAN,10/15/1966,جدة,Male,Saudi Arabia        ,0,1272.4,1/24/2025 0:21,App,0
P67339433,TOYOTA,INNOVA,2006,SUV,4/1/2004,مكة المكرمة,Male,South Sudan,0,2527.07,6/16/2025 0:21,Agent,1
P74136565,TOYOTA,COROLLA,2004,SEDAN,9/28/1996,جدة,Male,Egypt               ,165.75,1491.79,4/20/2025 0:22,App,0
P55172012,HYUNDAI,ACCENT,2013,SEDAN,10/30/1987,الرياض,Male,Sudan               ,0,1943.88,6/10/2025 0:22,Website,0
P21015426,BAIC,D50,2023,SUV,4/10/1990,الرياض,Male,Saudi Arabia        ,0,2062.87,1/27/2025 0:22,App,0
P88019792,MAZDA,CX-9,2019,SUV,5/2/1983,جدة,Male,Saudi Arabia        ,0,879.93,1/6/2025 0:22,App,0
P34985493,TOYOTA,LCRUSER GXR,2014,SUV,8/11/1972,الطائف,Male,Saudi Arabia        ,101.47,913.25,6/6/2025 0:22,App,0
P53331242,HYUNDAI,ACCENT,2020,SEDAN,7/30/1993,الهفوف,Male,Saudi Arabia        ,0,1235.07,1/11/2025 0:22,App,0
P12883047,HYUNDAI,ACCENT,2006,SEDAN,9/26/1984,مكة المكرمة,Male,Yemen               ,0,1650.18,2/11/2025 0:22,App,0
P77818312,KIA,SORENTO,2016,JEEP,8/23/1971,الطائف,Male,Saudi Arabia        ,0,1006.14,2/24/2025 0:22,Website,0
P18120836,G.M.C.,YUKON,2003,SUV,10/9/1984,الرياض,Male,Saudi Arabia        ,0,1357.63,5/19/2025 0:23,Website,1
P33394775,HYUNDAI,ACCENT,2006,SEDAN,9/26/1984,مكة المكرمة,Male,Yemen               ,0,1579.52,7/17/2025 0:23,Website,0
P43447215,HYUNDAI,ACCENT,2017,SEDAN,5/12/1999,الرياض,Male,Saudi Arabia        ,0,2477.98,7/7/2025 0:23,App,0
P58958028,HONDA,CIVIC DX,2018,SEDAN,11/10/1996,أبي عريش,Male,Saudi Arabia        ,0,1418.8,2/12/2025 0:23,App,1
P18383178,TOYOTA,HILUX GLX,1994,PICKUP,4/15/1983,محائل عسير,Male,Saudi Arabia        ,0,1106.36,4/3/2025 0:23,App,0
P38494543,TOYOTA,CAMRY,2018,SEDAN,7/3/1981,مكة المكرمة,Male,Saudi Arabia        ,412.24,961.89,6/11/2025 0:23,App,0
P41910857,TOYOTA,RUSH,2019,SUV,7/21/1974,جدة,Male,Saudi Arabia        ,0,992.5,1/14/2025 0:23,Website,0
P96262612,FIAT,C500,2023,SEDAN,6/29/2003,الرياض,Female,Saudi Arabia        ,0,1245.24,6/15/2025 0:23,App,0
P55158627,HYUNDAI,ACCENT,2006,SEDAN,9/26/1984,مكة المكرمة,Male,Yemen               ,0,1613.12,4/7/2025 0:23,App,0
P19075813,CHEVROLET,TAHOE,2014,SUV,8/8/1982,بريده,Male,Saudi Arabia        ,0,953.37,2/25/2025 0:23,App,0
P67194524,HYUNDAI,ELANTRA,2012,SEDAN,5/14/1990,الرياض,Male,Saudi Arabia        ,0,1516.14,1/24/2025 0:23,App,0
P29713957,HYUNDAI,ACCENT,2012,SEDAN,1/1/1997,جازان,Male,France              ,0,1944.01,6/1/2025 0:23,Website,0
P69845484,TOYOTA,YARIS,2012,SEDAN,1/25/2002,الهفوف,Male,Saudi Arabia        ,881.81,1322.72,6/13/2025 0:23,App,1
P24599067,TOYOTA,CAMRY,2003,SEDAN,10/26/1965,تبوك,Male,Saudi Arabia        ,0,910.33,1/16/2025 0:23,App,0
P32401342,MAZDA,6,2016,SEDAN,2/12/1994,الرياض,Male,Saudi Arabia        ,0,1554.16,3/3/2025 0:24,App,0
P81092156,TOYOTA,CAMRY,2011,SEDAN,9/7/2001,الطائف,Male,Saudi Arabia        ,0,1689.73,5/16/2025 0:24,Website,0
P11385227,TOYOTA,YARIS,2011,SEDAN,1/1/1979,الرياض,Male,Egypt               ,469.49,1877.95,6/26/2025 0:24,Website,0
P78097150,CHEVROLET,CRUZE,2016,SEDAN,11/22/1989,مكة المكرمة,Female,Saudi Arabia        ,308.62,1234.46,2/17/2025 0:24,Agent,0
P61844300,HYUNDAI,ACCENT,2021,SEDAN,8/5/1994,مكة المكرمة,Female,Saudi Arabia        ,141.03,1269.26,3/16/2025 0:24,App,0
P67441657,CHEVROLET,TAHOE,2018,SUV,3/9/1986,ابها,Male,Saudi Arabia        ,0,1069.5,3/18/2025 0:24,App,0
P30969409,TOYOTA,LCRUSER GXR,2005,SUV,12/14/1928,حقل,Male,Saudi Arabia        ,0,912.82,7/8/2025 0:24,App,0
P38407709,TOYOTA,CAMRY,2015,SEDAN,2/18/1996,المدينة المنورة,Male,Saudi Arabia        ,0,1407.8,1/3/2025 0:24,App,0
P43647011,HYUNDAI,ACCENT,2016,SEDAN,9/24/1968,بريده,Female,Saudi Arabia        ,0,1173.4,3/14/2025 0:24,App,0
P77892280,HYUNDAI,GENESIS,2016,SEDAN,6/19/1989,الهفوف,Male,Saudi Arabia        ,0,902.29,3/1/2025 0:24,App,0
P56562514,CHEVROLET,TAHOE,2018,SUV,3/9/1986,ابها,Male,Saudi Arabia        ,0,1069.5,4/8/2025 0:24,Website,0
P86501729,TOYOTA,LCRUSER GXR,2001,SUV,7/29/1988,مكة المكرمة,Male,Saudi Arabia        ,0,944.16,4/8/2025 0:24,App,0
P15584298,CHEVROLET,CAPRICE LS,2014,SEDAN,12/21/1995,القريات,Female,Saudi Arabia        ,227.49,2047.44,1/12/2025 0:24,Website,0
P93520182,HONDA,CIVIC DX,2018,SEDAN,11/10/1996,أبي عريش,Male,Saudi Arabia        ,362.83,1451.33,4/27/2025 0:25,Website,0
P66567983,CHERY,TIGGO 7,2021,SUV,7/8/1994,حائل,Male,Saudi Arabia        ,679.93,1586.51,2/6/2025 0:25,Website,0
P37847388,TOYOTA,COROLLA,2013,SEDAN,1/1/1982,مكة المكرمة,Male,Egypt               ,0,1260.23,1/5/2025 0:25,Website,0
P97784087,CHEVROLET,MALIBU,2022,SEDAN,10/13/1998,الرياض,Male,Saudi Arabia        ,0,2005.24,1/16/2025 0:25,Website,0
P18052331,CHEVROLET,IMPALA LT,2018,SEDAN,3/16/2000,الخفجي,Male,Saudi Arabia        ,0,1540.24,3/23/2025 0:25,App,0
P47700019,G.M.C.,PICK-UP,2012,PICKUP,1/20/1969,صفوى,Male,Saudi Arabia        ,268.63,1074.54,1/18/2025 0:25,App,0
P80626604,CHEVROLET,TAHOE,2007,SUV,5/27/1979,حفر الباطن,Male,Saudi Arabia        ,0,1821.31,2/19/2025 0:25,App,0
P66901998,GEELY,EC8,2013,SEDAN,4/10/1990,الرياض,Male,Saudi Arabia        ,0,1852.45,1/14/2025 0:25,App,0
P63113925,TOYOTA,YARIS,2019,SEDAN,12/14/1991,الدمام,Male,Kuwait              ,0,1271.24,3/9/2025 0:25,Website,0
P33073167,CHEVROLET,MALIBU,2022,SEDAN,10/13/1998,الرياض,Male,Saudi Arabia        ,0,2005.24,7/17/2025 0:26,Website,0
P44150747,NISSAN,PICK-UP,1998,PICKUP,7/25/1977,حائل,Male,Saudi Arabia        ,0,931.43,2/24/2025 0:26,App,0
P65364012,KIA,CARENS,2005,SUV,3/15/1960,الرياض,Male,Albania             ,0,1509.87,3/31/2025 0:26,App,0
P74008076,TOYOTA,INNOVA,2012,SUV,11/18/1993,المدينة المنورة,Male,Saudi Arabia        ,0,1624.52,7/20/2025 0:27,Website,1
P80512057,TOYOTA,CAMRY,2014,SEDAN,1/9/1981,المدينة المنورة,Female,Saudi Arabia        ,0,1147.79,3/6/2025 0:27,Website,0
P50842282,CHEVROLET,CRUZE,2016,SEDAN,11/22/1989,مكة المكرمة,Female,Saudi Arabia        ,308.62,1234.46,7/6/2025 0:27,Website,0
P67748648,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,2/14/2025 0:27,Agent,0
P44058330,KIA,OPTIMA,2016,SEDAN,6/15/1998,البكيريه,Male,Saudi Arabia        ,186.17,1675.52,6/17/2025 0:27,Agent,1
P53591719,TOYOTA,CAMRY,2003,SEDAN,10/26/1965,تبوك,Male,Saudi Arabia        ,0,910.33,4/16/2025 0:28,App,0
P69010809,LINCOLIN,TOWNCAR,2001,SEDAN,3/1/2000,حفر الباطن,Male,Saudi Arabia        ,0,1332.27,1/3/2025 0:28,App,0
P81611804,TOYOTA,AVALON,2021,SEDAN,7/31/1973,الرياض,Male,Saudi Arabia        ,635.27,952.91,6/29/2025 0:28,Website,0
P57206717,CHERY,TIGGO 7,2021,SUV,7/8/1994,حائل,Male,Saudi Arabia        ,0,1586.51,1/8/2025 0:28,App,0
P59319756,TOYOTA,COROLLA,2013,SEDAN,4/29/1993,حائل,Male,Saudi Arabia        ,0,1519.92,4/19/2025 0:28,App,1
P88092432,NISSAN,ALTIMA,2022,SEDAN,6/20/2004,الرياض,Male,Saudi Arabia        ,0,2677.45,2/24/2025 0:28,App,0
P62695275,TOYOTA,SOLARA,2008,COUPE,7/6/1997,مكة المكرمة,Male,Saudi Arabia        ,0,1037.7,1/30/2025 0:29,App,0
P80724902,TOYOTA,AVALON,2021,SEDAN,7/31/1973,الرياض,Male,Saudi Arabia        ,0,952.91,1/9/2025 0:29,App,0
P92721061,TOYOTA,RAV 4,2018,JEEP,12/1/1990,الرياض,Male,Yemen               ,0,2987.28,1/2/2025 0:29,App,0
P61769666,TOYOTA,AURION GRAND,2011,SEDAN,6/18/1986,بريده,Female,Saudi Arabia        ,0,911.84,2/25/2025 0:29,App,0
P73230749,TOYOTA,CAMRY,2006,SEDAN,11/18/1993,المدينة المنورة,Male,Saudi Arabia        ,121.78,1096.04,7/8/2025 0:29,Website,0
P23667517,TOYOTA,CAMRY,2017,SEDAN,6/7/1978,الرياض,Male,Saudi Arabia        ,0,1834.31,4/12/2025 0:29,App,0
P59013674,CHEVROLET,CRUZE,2016,SEDAN,11/22/1989,مكة المكرمة,Female,Saudi Arabia        ,0,1234.46,1/31/2025 0:29,App,1
P65426601,TOYOTA,CAMRY,2013,SEDAN,11/4/1993,المدينة المنورة,Male,Saudi Arabia        ,0,1354.06,7/9/2025 0:29,App,0
P87920017,TOYOTA,AURION GRAND,2011,SEDAN,6/18/1986,بريده,Female,Saudi Arabia        ,0,911.84,1/23/2025 0:29,Agent,0
P22532618,KIA,OPTIMA,2015,SEDAN,12/28/1992,الهفوف,Female,Saudi Arabia        ,0,1222.52,5/3/2025 0:29,Website,0
P64499894,TOYOTA,CAMRY,2008,SEDAN,3/6/1954,الرياض,Female,Saudi Arabia        ,0,1632.08,3/25/2025 0:30,Website,0
P48133242,TOYOTA,CRESEDA GL,1994,SEDAN,10/9/1984,الرياض,Male,Saudi Arabia        ,0,930.32,3/5/2025 0:30,Website,0
P10474448,FORD,FLEX,2013,SUV,12/23/1988,الرياض,Male,Saudi Arabia        ,204.98,1844.85,2/14/2025 0:30,App,0
P35889759,HYUNDAI,ACCENT,2013,SEDAN,11/23/1994,الدمام,Male,Saudi Arabia        ,167.15,1504.33,2/4/2025 0:30,Website,0
P18473995,TOYOTA,CAMRY,2003,SEDAN,10/26/1965,تبوك,Male,Saudi Arabia        ,0,910.33,5/22/2025 0:30,Website,0
P33563053,LINCOLIN,TOWNCAR,2000,SEDAN,3/5/1996,تيماء,Male,Saudi Arabia        ,88.75,798.73,1/5/2025 0:30,App,1
P50779961,B.M.W.,735i,2023,SEDAN,7/3/1988,الرياض,Male,Saudi Arabia        ,0,752.34,3/9/2025 0:30,App,0
P59512123,HYUNDAI,ACCENT,2016,SEDAN,9/24/1968,بريده,Female,Saudi Arabia        ,0,1173.4,4/22/2025 0:30,App,0
P95255883,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,2/8/2025 0:31,Website,0
P55178512,TOYOTA,CRESEDA GL,1994,SEDAN,10/9/1984,الرياض,Male,Saudi Arabia        ,398.71,930.32,6/1/2025 0:31,App,0
P91966805,TOYOTA,CAMRY,2023,SEDAN,1/28/2003,احدالمسارحة,Male,Saudi Arabia        ,0,2054.75,2/26/2025 0:31,Website,0
P95715484,TOYOTA,CRESEDA GL,1994,SEDAN,10/9/1984,الرياض,Male,Saudi Arabia        ,0,930.32,3/12/2025 0:31,App,0
P50018539,TOYOTA,CAMRY,2013,SEDAN,11/4/1993,المدينة المنورة,Male,Saudi Arabia        ,0,1354.06,3/17/2025 0:31,App,0
P21127923,KIA,OPTIMA,2011,SEDAN,1/1/2000,حفر الباطن,Male,Saudi Arabia        ,0,2561.27,7/6/2025 0:31,Website,0
P27696166,HYUNDAI,ACCENT,2005,SEDAN,8/23/1971,حفر الباطن,Male,Saudi Arabia        ,186.87,1681.83,4/4/2025 0:31,Website,0
P27710315,G.M.C.,ACADIA,2014,SUV,9/11/1979,مكة المكرمة,Male,Saudi Arabia        ,0,1031.24,4/30/2025 0:31,Website,0
P99522088,MINI,COOPER,1984,SEDAN,4/15/1998,المجمعه,Male,Saudi Arabia        ,0,600,6/9/2025 0:31,Agent,0
P62376393,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,1046.45,3/20/2025 0:31,Website,0
P28644105,TOYOTA,CAMRY,2008,SEDAN,2/18/1985,مكة المكرمة,Male,Saudi Arabia        ,0,1003.73,6/23/2025 0:31,Agent,0
P68222905,NISSAN,SUNNY,2019,SEDAN,9/19/1998,الخرج,Male,Saudi Arabia        ,0,1612.71,2/20/2025 0:32,Website,0
P96055401,TOYOTA,CAMRY,2014,SEDAN,1/9/1981,المدينة المنورة,Female,Saudi Arabia        ,127.53,1147.79,5/5/2025 0:32,App,0
P20985105,TOYOTA,COROLLA,2020,SEDAN,8/23/1971,مكة المكرمة,Female,Saudi Arabia        ,0,905.53,6/16/2025 0:32,Website,0
P49966950,HYUNDAI,TUCSON,2010,SUV,8/26/1983,ابها,Male,Albania             ,0,1846.76,3/24/2025 0:32,Website,0
P33942690,NISSAN,SUNNY,2016,SEDAN,6/14/1967,الخبر,Male,Saudi Arabia        ,0,1240.67,1/13/2025 0:33,App,0
P14939447,MAZDA,3,2015,SEDAN,10/22/1993,مكة المكرمة,Female,Saudi Arabia        ,0,1167.31,4/29/2025 0:33,Website,0
P52252314,TOYOTA,YARIS,2019,SEDAN,2/9/1978,الرياض,Male,Saudi Arabia        ,0,1970.74,5/29/2025 0:33,App,0
P70771247,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,999.42,5/6/2025 0:33,App,0
P84149631,TOYOTA,COROLLA,2006,SEDAN,5/1/1979,جازان,Male,Egypt               ,0,1473.61,3/13/2025 0:33,Website,0
P10043793,TOYOTA,COROLLA,2020,SEDAN,8/23/1971,مكة المكرمة,Female,Saudi Arabia        ,0,905.53,6/17/2025 0:33,Website,0
P29527613,TOYOTA,COROLLA,2015,SEDAN,11/6/1984,بقيق,Male,Saudi Arabia        ,432.86,1010,3/30/2025 0:33,App,0
P18553224,TOYOTA,Urban Cruise,2024,SUV,9/3/1970,الرياض,Male,Saudi Arabia        ,0,1715.2,6/27/2025 0:33,App,0
P17120431,TOYOTA,COROLLA,2017,SEDAN,6/18/1977,حائل,Male,Saudi Arabia        ,0,1449.43,4/24/2025 0:33,App,0
P69161565,TOYOTA,CAMRY,2019,SEDAN,1/5/1994,الدمام,Male,Saudi Arabia        ,157.92,1421.28,2/19/2025 0:33,App,0
P12589044,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,1046.45,4/21/2025 0:33,Website,0
P87019772,TOYOTA,INNOVA,2013,SUV,4/4/1986,عفيف,Male,Pakistan            ,0,1244.79,3/5/2025 0:33,Website,0
P52586227,CHEVROLET,SUBURBN,2007,SUV,10/16/1998,حفر الباطن,Male,Saudi Arabia        ,0,1597.7,6/1/2025 0:34,Website,0
P41512042,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,1023.33,5/8/2025 0:34,Agent,0
P58191032,TOYOTA,COROLLA,2013,SEDAN,11/18/1963,نجران,Male,Saudi Arabia        ,165.28,1487.53,3/15/2025 0:34,App,0
P36960971,TOYOTA,COROLLA,2015,SEDAN,4/26/1995,الرياض,Male,Saudi Arabia        ,0,1797.96,5/4/2025 0:34,Website,0
P36390526,CHANGAN,CS75 PLUS,2023,SUV,7/24/1967,جدة,Female,Saudi Arabia        ,0,1293.83,3/1/2025 0:34,App,0
P38911193,TOYOTA,COROLLA,2012,SEDAN,1/1/1952,المدينة المنورة,Male,HONG KONG           ,0,831.07,3/25/2025 0:34,App,0
P77850374,NISSAN,ALTIMA,2010,SEDAN,8/7/1989,الرياض,Male,Saudi Arabia        ,0,1403.11,6/19/2025 0:34,App,0
P23493534,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,1023.33,3/11/2025 0:34,App,0
P29544754,TOYOTA,CAMRY,2014,SEDAN,1/10/1998,الخبر,Male,Saudi Arabia        ,312.83,1251.33,3/19/2025 0:34,App,0
P84821417,TOYOTA,CAMRY,2017,SEDAN,6/7/1978,الرياض,Male,Saudi Arabia        ,0,1834.31,5/3/2025 0:34,Website,0
P66889033,GEELY,TUGELLA,2023,SUV,11/7/1996,الرياض,Male,Saudi Arabia        ,0,1404.31,1/22/2025 0:34,App,1
P28401311,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,1023.33,6/14/2025 0:34,Website,0
P38040123,HYUNDAI,ELANTRA,2016,SEDAN,3/8/1990,الرياض,Male,Albania             ,0,2123.6,5/1/2025 0:34,App,1
P89270161,HUMMER,H1,2007,SUV,1/16/1984,جدة,Female,Saudi Arabia        ,156.52,1408.68,4/21/2025 0:34,App,0
P14920797,TOYOTA,CAMRY,2008,SEDAN,3/6/1954,الرياض,Female,Saudi Arabia        ,0,1632.08,1/4/2025 0:34,App,0
P25631165,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,999.42,4/9/2025 0:34,App,0
P91331499,HYUNDAI,ELANTRA,2017,SEDAN,1/21/1958,جدة,Female,Saudi Arabia        ,0,1173.57,3/21/2025 0:35,Website,0
P25694777,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,108.31,974.79,5/16/2025 0:35,Website,0
P61179013,TOYOTA,HILUX  GL,2018,PICKUP,6/5/1998,جازان,Male,Saudi Arabia        ,0,1363.53,1/28/2025 0:35,App,0
P94439421,TOYOTA,CAMRY,2008,SEDAN,2/18/1985,مكة المكرمة,Male,Saudi Arabia        ,0,1003.73,4/30/2025 0:35,App,0
P13460229,KIA,CERATO,2017,SEDAN,2/14/1988,الجموم,Male,Kuwait              ,0,974.79,4/22/2025 0:35,Website,0
P11183144,LEXUS,LX 570,2013,SUV,3/12/1987,ابها,Male,Saudi Arabia        ,654.17,981.26,4/13/2025 0:35,Website,0
P53036946,CHANGAN,CS35,2021,SUV,7/2/1990,مكة المكرمة,Female,Saudi Arabia        ,0,895.86,2/16/2025 0:35,Website,0
P80798813,KIA,CARENS,2005,SUV,3/15/1960,الرياض,Male,Albania             ,0,1509.87,3/6/2025 0:35,Website,0
P24988138,TOYOTA,COROLLA,2017,SEDAN,6/18/1977,حائل,Male,Saudi Arabia        ,0,1449.43,1/17/2025 0:35,Website,0
P48428422,HYUNDAI,SANTA FE,2023,SUV,7/3/1989,الدمام,Male,Saudi Arabia        ,0,1204.76,5/1/2025 0:35,Website,0
P13270613,FORD,TAURUS,2016,SEDAN,11/6/1984,بقيق,Male,Saudi Arabia        ,0,1019.4,1/31/2025 0:35,Website,0
P69688830,CHEVROLET,SUBURBN,2021,SUV,10/5/1967,الرياض,Male,Saudi Arabia        ,0,1034.94,1/14/2025 0:35,Website,0
P59931028,NISSAN,PICK-UP,2013,PICKUP,11/28/1962,رفحاء,Male,Saudi Arabia        ,0,1406.19,7/16/2025 0:35,Website,0
P70772918,KIA,CADENZA,2020,SEDAN,2/20/1997,تبوك,Male,Saudi Arabia        ,135.24,1217.17,4/17/2025 0:35,Website,1
P49889962,TOYOTA,CAMRY,2012,SEDAN,5/10/1948,العويقيلة,Male,Saudi Arabia        ,0,1579.91,2/27/2025 0:36,App,0
P64127601,CHEVROLET,SUBURBN,1999,SUV,10/12/2002,القريات,Male,Saudi Arabia        ,0,1913.39,3/14/2025 0:36,Website,0
P82445187,TOYOTA,COROLLA,2011,SEDAN,7/18/1999,الخرج,Male,Egypt               ,0,2693.72,2/21/2025 0:36,Website,0
P50427404,KIA,OPTIMA,2015,SEDAN,4/27/1993,المدينة المنورة,Male,Saudi Arabia        ,144.9,1304.08,5/1/2025 0:36,App,0
P11176363,HYUNDAI,ACCENT,2012,SEDAN,1/6/1986,محائل عسير,Male,Kuwait              ,0,1703.13,1/22/2025 0:36,Website,0
P10302913,HYUNDAI,ELANTRA,2017,SEDAN,2/12/1996,أبي عريش,Male,Saudi Arabia        ,0,1666.03,2/18/2025 0:36,Website,0
P67038454,FORD,FLEX,2013,SUV,12/23/1988,الرياض,Male,Saudi Arabia        ,204.98,1844.85,2/12/2025 0:36,App,0
P97679650,TOYOTA,COROLLA,2015,SEDAN,12/13/1994,الدمام,Male,Saudi Arabia        ,0,1430.69,5/28/2025 0:36,Website,0
P71400904,TOYOTA,CAMRY,2014,SEDAN,1/10/1998,الخبر,Male,Saudi Arabia        ,0,1542.26,7/20/2025 0:36,App,0
P35634923,HYUNDAI,ELANTRA,2016,SEDAN,3/8/1990,الرياض,Male,Albania             ,0,2123.6,6/10/2025 0:37,App,0
P67918610,HYUNDAI,ELANTRA,2017,SEDAN,1/21/1958,جدة,Female,Saudi Arabia        ,0,1003.94,1/3/2025 0:37,App,0
P29409171,HYUNDAI,ACCENT,2012,SEDAN,1/1/1986,الرياض,Male,Egypt               ,1486.71,1486.71,4/17/2025 0:37,App,0
P10591032,KIA,SORENTO,2018,JEEP,8/7/1987,نجران,Male,Saudi Arabia        ,0,1697.03,2/22/2025 0:37,Website,0
P12335278,TOYOTA,HILUX  GL,2014,PICKUP,8/5/1997,الطائف,Female,Saudi Arabia        ,0,979.72,4/8/2025 0:37,App,0
P50934607,TOYOTA,YARIS,2019,SEDAN,1/1/1995,الرياض,Female,Kuwait              ,0,1847.33,4/1/2025 0:37,Website,0
P17199574,LEXUS,ES 350,2014,SEDAN,9/5/1979,جازان,Male,Saudi Arabia        ,0,1022.84,7/20/2025 0:37,App,0
P85082887,MAZDA,3,2016,SEDAN,9/7/1994,الهفوف,Male,Saudi Arabia        ,613.83,920.74,6/10/2025 0:37,App,0
P13454014,KIA,SORENTO,2018,JEEP,8/7/1987,نجران,Male,Saudi Arabia        ,0,1697.03,7/1/2025 0:37,App,0
P92868085,FORD,TAURUS,2013,SEDAN,10/15/1966,الشقيري,Female,Saudi Arabia        ,0,1508.79,4/20/2025 0:37,App,0
P51825279,TOYOTA,COROLLA,2011,SEDAN,1/1/1982,مكة المكرمة,Male,Egypt               ,0,1047.5,2/14/2025 0:38,App,0
P34327689,NISSAN,PICK-UP,2013,PICKUP,11/28/1962,رفحاء,Male,Saudi Arabia        ,0,1406.19,3/20/2025 0:38,App,0
P56375214,TOYOTA,YARIS,2024,SEDAN,12/12/2005,الجبيل,Male,Saudi Arabia        ,0,1656.45,6/11/2025 0:38,App,0
P32214616,KIA,CERATO,2009,SEDAN,6/12/2002,الدمام,Male,Saudi Arabia        ,0,2289.4,5/15/2025 0:38,App,0
